x_value,total_1,total_2 
15607,16812,8918
15608,16820,8920
15609,16822,8916
15610,16827,8912
15611,16826,8916
15612,16824,8916
15613,16825,8917
15614,16828,8914
15615,16832,8909
15616,16833,8908
15617,16837,8907
15618,16835,8905
15619,16837,8911
15620,16834,8908
15621,16834,8910
15622,16838,8911
15623,16842,8916
15624,16850,8917
15625,16851,8923
15626,16857,8928
15627,16864,8928
15628,16858,8932
15629,16864,8929
15630,16868,8935
15631,16872,8937
15632,16874,8932
15633,16873,8936
15634,16881,8931
15635,16887,8928
15636,16892,8929
15637,16900,8924
15638,16906,8928
15639,16901,8928
15640,16898,8932
15641,16905,8930
15642,16912,8932
15643,16915,8935
15644,16920,8930
15645,16927,8930
15646,16932,8936
15647,16938,8939
15648,16937,8936
15649,16944,8940
15650,16944,8946
15651,16952,8944
15652,16950,8941
15653,16952,8942
15654,16951,8945
15655,16950,8946
15656,16953,8947
15657,16952,8951
15658,16960,8954
15659,16968,8959
15660,16972,8959
15661,16978,8957
15662,16974,8955
15663,16976,8950
15664,16979,8946
15665,16979,8942
15666,16987,8946
15667,16990,8943
15668,16994,8945
15669,16991,8947
15670,16989,8951
15671,16994,8956
15672,16993,8962
15673,16997,8968
15674,16995,8971
15675,16994,8976
15676,16994,8973
15677,17002,8975
15678,16996,8972
15679,17002,8969
15680,17005,8972
15681,17007,8972
15682,17007,8972
15683,17014,8978
15684,17015,8974
15685,17012,8980
15686,17013,8976
15687,17017,8978
15688,17024,8980
15689,17027,8978
15690,17028,8978
15691,17027,8982
15692,17032,8977
15693,17039,8983
15694,17041,8981
15695,17047,8977
15696,17055,8973
15697,17056,8973
15698,17060,8977
15699,17065,8977
15700,17065,8978
15701,17070,8981
15702,17077,8979
15703,17085,8981
15704,17089,8982
15705,17087,8985
15706,17094,8983
15707,17096,8988
15708,17104,8991
15709,17109,8987
15710,17107,8991
15711,17107,8994
15712,17114,8991
15713,17112,8991
15714,17110,8996
15715,17114,9001
15716,17116,9005
15717,17124,9000
15718,17127,9004
15719,17131,9003
15720,17138,9002
15721,17132,8999
15722,17138,9000
15723,17142,8995
15724,17143,9001
15725,17148,9006
15726,17146,9009
15727,17140,9012
15728,17139,9013
15729,17144,9017
15730,17150,9023
15731,17149,9018
15732,17150,9019
15733,17149,9017
15734,17150,9014
15735,17151,9013
15736,17147,9010
15737,17142,9013
15738,17145,9011
15739,17151,9007
15740,17147,9011
15741,17143,9016
15742,17138,9016
15743,17137,9022
15744,17137,9017
15745,17134,9017
15746,17142,9020
15747,17147,9016
15748,17144,9017
15749,17152,9021
15750,17159,9017
15751,17166,9019
15752,17170,9017
15753,17167,9019
15754,17171,9025
15755,17171,9022
15756,17168,9026
15757,17163,9025
15758,17168,9027
15759,17175,9032
15760,17172,9033
15761,17180,9036
15762,17177,9036
15763,17185,9038
15764,17184,9036
15765,17180,9031
15766,17183,9026
15767,17186,9024
15768,17193,9022
15769,17198,9019
15770,17199,9019
15771,17206,9024
15772,17210,9020
15773,17207,9016
15774,17215,9021
15775,17220,9018
15776,17227,9022
15777,17233,9023
15778,17236,9026
15779,17238,9030
15780,17235,9033
15781,17240,9030
15782,17236,9036
15783,17233,9039
15784,17233,9042
15785,17235,9040
15786,17232,9044
15787,17227,9047
15788,17229,9052
15789,17228,9056
15790,17223,9052
15791,17219,9058
15792,17219,9064
15793,17219,9066
15794,17213,9065
15795,17219,9063
15796,17225,9058
15797,17227,9055
15798,17221,9061
15799,17219,9058
15800,17217,9056
15801,17211,9058
15802,17212,9057
15803,17214,9063
15804,17213,9064
15805,17210,9062
15806,17205,9060
15807,17205,9064
15808,17212,9061
15809,17206,9058
15810,17214,9060
15811,17211,9064
15812,17218,9061
15813,17220,9059
15814,17228,9059
15815,17226,9061
15816,17232,9060
15817,17235,9064
15818,17242,9070
15819,17239,9070
15820,17245,9066
15821,17253,9064
15822,17250,9061
15823,17248,9057
15824,17255,9052
15825,17256,9052
15826,17263,9053
15827,17258,9054
15828,17259,9057
15829,17256,9057
15830,17252,9059
15831,17253,9055
15832,17261,9056
15833,17269,9057
15834,17270,9053
15835,17275,9049
15836,17280,9044
15837,17275,9041
15838,17282,9042
15839,17283,9043
15840,17284,9049
15841,17291,9054
15842,17296,9056
15843,17291,9057
15844,17296,9060
15845,17296,9058
15846,17292,9059
15847,17297,9057
15848,17291,9057
15849,17291,9062
15850,17293,9059
15851,17287,9055
15852,17289,9055
15853,17284,9057
15854,17282,9060
15855,17288,9055
15856,17290,9052
15857,17295,9053
15858,17292,9051
15859,17289,9047
15860,17286,9051
15861,17284,9055
15862,17279,9053
15863,17278,9052
15864,17286,9052
15865,17284,9057
15866,17291,9056
15867,17296,9056
15868,17293,9059
15869,17287,9055
15870,17295,9050
15871,17299,9053
15872,17300,9053
15873,17306,9054
15874,17300,9059
15875,17304,9054
15876,17307,9060
15877,17310,9063
15878,17316,9062
15879,17324,9066
15880,17324,9067
15881,17325,9070
15882,17321,9075
15883,17320,9076
15884,17320,9077
15885,17327,9083
15886,17327,9085
15887,17332,9080
15888,17331,9078
15889,17339,9084
15890,17339,9088
15891,17334,9087
15892,17340,9083
15893,17334,9079
15894,17335,9077
15895,17330,9077
15896,17328,9074
15897,17323,9076
15898,17320,9079
15899,17327,9082
15900,17329,9085
15901,17334,9085
15902,17335,9089
15903,17337,9085
15904,17344,9088
15905,17351,9091
15906,17348,9097
15907,17352,9095
15908,17353,9096
15909,17357,9093
15910,17357,9093
15911,17357,9096
15912,17352,9093
15913,17351,9090
15914,17359,9089
15915,17364,9092
15916,17358,9091
15917,17356,9096
15918,17353,9091
15919,17361,9092
15920,17363,9093
15921,17370,9097
15922,17373,9099
15923,17378,9104
15924,17375,9101
15925,17380,9105
15926,17388,9111
15927,17394,9107
15928,17388,9105
15929,17391,9102
15930,17391,9103
15931,17394,9100
15932,17397,9096
15933,17405,9101
15934,17400,9099
15935,17408,9099
15936,17411,9101
15937,17414,9098
15938,17421,9097
15939,17423,9096
15940,17418,9100
15941,17423,9095
15942,17424,9098
15943,17424,9096
15944,17430,9102
15945,17431,9097
15946,17433,9101
15947,17435,9096
15948,17431,9099
15949,17431,9103
15950,17429,9106
15951,17426,9111
15952,17420,9111
15953,17414,9115
15954,17414,9118
15955,17419,9121
15956,17415,9118
15957,17419,9122
15958,17424,9123
15959,17425,9119
15960,17429,9118
15961,17429,9121
15962,17432,9122
15963,17429,9125
15964,17434,9126
15965,17428,9124
15966,17422,9125
15967,17430,9129
15968,17427,9131
15969,17428,9128
15970,17428,9132
15971,17432,9138
15972,17437,9139
15973,17434,9144
15974,17433,9143
15975,17435,9141
15976,17439,9140
15977,17434,9141
15978,17433,9143
15979,17439,9138
15980,17434,9142
15981,17431,9146
15982,17426,9145
15983,17430,9147
15984,17431,9147
15985,17425,9143
15986,17428,9146
15987,17428,9149
15988,17432,9154
15989,17437,9151
15990,17445,9149
15991,17442,9145
15992,17442,9145
15993,17442,9146
15994,17447,9152
15995,17444,9154
15996,17449,9154
15997,17446,9152
15998,17445,9158
15999,17450,9154
16000,17457,9150
16001,17451,9155
16002,17446,9161
16003,17447,9157
16004,17450,9156
16005,17445,9157
16006,17450,9158
16007,17449,9159
16008,17447,9156
16009,17444,9154
16010,17444,9156
16011,17446,9160
16012,17454,9166
16013,17456,9167
16014,17455,9172
16015,17450,9167
16016,17458,9173
16017,17462,9169
16018,17466,9169
16019,17464,9165
16020,17464,9169
16021,17458,9174
16022,17458,9170
16023,17457,9173
16024,17461,9174
16025,17460,9175
16026,17465,9173
16027,17472,9174
16028,17477,9178
16029,17475,9178
16030,17470,9175
16031,17469,9175
16032,17468,9179
16033,17475,9183
16034,17476,9178
16035,17474,9178
16036,17473,9182
16037,17472,9184
16038,17467,9187
16039,17461,9183
16040,17466,9180
16041,17472,9179
16042,17467,9181
16043,17465,9187
16044,17462,9192
16045,17468,9187
16046,17464,9192
16047,17459,9187
16048,17463,9190
16049,17466,9190
16050,17460,9189
16051,17460,9184
16052,17456,9184
16053,17453,9188
16054,17454,9184
16055,17451,9186
16056,17455,9188
16057,17451,9190
16058,17454,9185
16059,17455,9181
16060,17454,9186
16061,17458,9188
16062,17466,9194
16063,17470,9195
16064,17475,9200
16065,17476,9196
16066,17476,9197
16067,17472,9194
16068,17476,9194
16069,17477,9190
16070,17483,9188
16071,17480,9184
16072,17488,9183
16073,17496,9182
16074,17500,9186
16075,17508,9187
16076,17514,9191
16077,17522,9189
16078,17518,9191
16079,17526,9196
16080,17530,9198
16081,17525,9197
16082,17526,9192
16083,17523,9196
16084,17521,9194
16085,17518,9195
16086,17524,9196
16087,17521,9194
16088,17519,9195
16089,17518,9192
16090,17518,9197
16091,17515,9192
16092,17514,9190
16093,17512,9191
16094,17517,9186
16095,17522,9183
16096,17520,9178
16097,17519,9182
16098,17514,9186
16099,17513,9192
16100,17512,9197
16101,17509,9192
16102,17505,9196
16103,17510,9194
16104,17516,9198
16105,17520,9196
16106,17519,9200
16107,17524,9206
16108,17518,9205
16109,17517,9206
16110,17513,9211
16111,17521,9208
16112,17523,9214
16113,17528,9210
16114,17532,9210
16115,17530,9211
16116,17536,9216
16117,17534,9219
16118,17541,9216
16119,17543,9218
16120,17542,9213
16121,17538,9214
16122,17545,9213
16123,17550,9208
16124,17547,9206
16125,17555,9204
16126,17560,9204
16127,17568,9199
16128,17562,9194
16129,17560,9199
16130,17568,9198
16131,17566,9198
16132,17561,9195
16133,17569,9192
16134,17573,9196
16135,17578,9201
16136,17580,9202
16137,17579,9200
16138,17579,9205
16139,17584,9207
16140,17589,9211
16141,17586,9215
16142,17593,9219
16143,17589,9218
16144,17597,9216
16145,17604,9214
16146,17598,9215
16147,17595,9212
16148,17601,9210
16149,17595,9216
16150,17597,9212
16151,17605,9218
16152,17607,9217
16153,17608,9213
16154,17603,9216
16155,17600,9211
16156,17595,9209
16157,17593,9215
16158,17596,9216
16159,17601,9216
16160,17607,9212
16161,17607,9212
16162,17605,9215
16163,17613,9219
16164,17611,9214
16165,17612,9216
16166,17620,9216
16167,17627,9216
16168,17621,9220
16169,17629,9216
16170,17624,9218
16171,17619,9217
16172,17614,9217
16173,17619,9212
16174,17620,9216
16175,17627,9215
16176,17630,9210
16177,17634,9207
16178,17639,9213
16179,17647,9218
16180,17649,9224
16181,17657,9221
16182,17659,9220
16183,17655,9221
16184,17654,9218
16185,17653,9214
16186,17661,9217
16187,17669,9222
16188,17664,9227
16189,17663,9230
16190,17666,9235
16191,17667,9240
16192,17662,9246
16193,17659,9251
16194,17662,9248
16195,17667,9246
16196,17670,9242
16197,17672,9241
16198,17678,9243
16199,17683,9245
16200,17686,9246
16201,17680,9245
16202,17674,9241
16203,17680,9242
16204,17688,9241
16205,17694,9245
16206,17698,9241
16207,17694,9245
16208,17690,9240
16209,17693,9235
16210,17701,9241
16211,17700,9238
16212,17708,9242
16213,17708,9240
16214,17705,9243
16215,17707,9238
16216,17703,9233
16217,17706,9235
16218,17711,9237
16219,17711,9235
16220,17706,9237
16221,17710,9234
16222,17710,9230
16223,17713,9225
16224,17712,9221
16225,17709,9220
16226,17713,9224
16227,17712,9224
16228,17713,9219
16229,17713,9214
16230,17709,9216
16231,17706,9211
16232,17714,9207
16233,17708,9202
16234,17716,9202
16235,17721,9208
16236,17725,9207
16237,17720,9202
16238,17718,9198
16239,17725,9198
16240,17730,9197
16241,17736,9196
16242,17741,9197
16243,17749,9198
16244,17744,9202
16245,17748,9200
16246,17748,9206
16247,17743,9210
16248,17737,9205
16249,17731,9202
16250,17725,9199
16251,17720,9199
16252,17726,9204
16253,17734,9205
16254,17732,9210
16255,17729,9206
16256,17723,9208
16257,17718,9203
16258,17714,9203
16259,17716,9207
16260,17718,9208
16261,17725,9213
16262,17722,9210
16263,17724,9214
16264,17724,9214
16265,17729,9219
16266,17729,9218
16267,17724,9213
16268,17728,9211
16269,17732,9215
16270,17730,9210
16271,17725,9215
16272,17720,9214
16273,17716,9210
16274,17719,9211
16275,17717,9217
16276,17723,9223
16277,17717,9222
16278,17715,9224
16279,17714,9219
16280,17722,9217
16281,17722,9213
16282,17727,9216
16283,17734,9222
16284,17731,9221
16285,17736,9227
16286,17735,9230
16287,17734,9225
16288,17729,9226
16289,17726,9229
16290,17733,9233
16291,17733,9236
16292,17729,9234
16293,17731,9229
16294,17728,9235
16295,17735,9231
16296,17732,9232
16297,17733,9230
16298,17730,9235
16299,17728,9238
16300,17728,9236
16301,17732,9239
16302,17733,9238
16303,17738,9239
16304,17738,9243
16305,17734,9241
16306,17729,9238
16307,17737,9234
16308,17743,9239
16309,17737,9242
16310,17734,9247
16311,17737,9249
16312,17741,9248
16313,17749,9250
16314,17755,9251
16315,17763,9252
16316,17771,9252
16317,17775,9254
16318,17780,9249
16319,17780,9252
16320,17784,9254
16321,17778,9252
16322,17784,9257
16323,17790,9260
16324,17791,9257
16325,17787,9253
16326,17794,9250
16327,17800,9254
16328,17801,9250
16329,17803,9246
16330,17801,9245
16331,17798,9251
16332,17793,9251
16333,17789,9249
16334,17785,9250
16335,17791,9246
16336,17788,9244
16337,17796,9244
16338,17804,9245
16339,17805,9243
16340,17806,9239
16341,17804,9241
16342,17811,9241
16343,17812,9244
16344,17811,9239
16345,17812,9238
16346,17820,9237
16347,17828,9239
16348,17828,9237
16349,17835,9242
16350,17839,9239
16351,17833,9241
16352,17835,9247
16353,17837,9251
16354,17838,9252
16355,17837,9252
16356,17831,9253
16357,17825,9250
16358,17826,9249
16359,17829,9247
16360,17830,9242
16361,17826,9248
16362,17832,9247
16363,17839,9252
16364,17847,9251
16365,17841,9255
16366,17841,9261
16367,17849,9261
16368,17848,9266
16369,17854,9264
16370,17858,9268
16371,17855,9273
16372,17855,9278
16373,17854,9277
16374,17860,9277
16375,17855,9276
16376,17854,9280
16377,17857,9282
16378,17856,9281
16379,17855,9278
16380,17863,9281
16381,17869,9287
16382,17870,9293
16383,17870,9292
16384,17868,9287
16385,17875,9282
16386,17879,9282
16387,17880,9284
16388,17888,9287
16389,17888,9287
16390,17896,9282
16391,17900,9279
16392,17906,9284
16393,17902,9290
16394,17905,9292
16395,17899,9287
16396,17906,9287
16397,17905,9282
16398,17912,9282
16399,17920,9282
16400,17923,9282
16401,17920,9285
16402,17917,9284
16403,17914,9287
16404,17922,9293
16405,17919,9288
16406,17915,9285
16407,17915,9290
16408,17921,9291
16409,17921,9290
16410,17926,9287
16411,17922,9283
16412,17929,9286
16413,17929,9292
16414,17924,9297
16415,17921,9293
16416,17922,9297
16417,17924,9293
16418,17919,9293
16419,17923,9295
16420,17920,9301
16421,17926,9304
16422,17925,9307
16423,17927,9303
16424,17929,9301
16425,17936,9300
16426,17938,9299
16427,17935,9302
16428,17939,9303
16429,17944,9308
16430,17938,9314
16431,17932,9315
16432,17936,9312
16433,17942,9312
16434,17939,9310
16435,17941,9309
16436,17942,9313
16437,17937,9317
16438,17937,9320
16439,17932,9324
16440,17932,9322
16441,17940,9326
16442,17937,9331
16443,17935,9337
16444,17936,9339
16445,17930,9337
16446,17930,9342
16447,17932,9340
16448,17927,9344
16449,17926,9345
16450,17933,9343
16451,17934,9341
16452,17935,9340
16453,17938,9335
16454,17938,9340
16455,17940,9335
16456,17948,9332
16457,17952,9332
16458,17955,9329
16459,17953,9330
16460,17956,9330
16461,17960,9328
16462,17961,9330
16463,17967,9327
16464,17961,9324
16465,17965,9320
16466,17966,9323
16467,17964,9326
16468,17963,9321
16469,17964,9325
16470,17969,9330
16471,17971,9334
16472,17967,9335
16473,17965,9335
16474,17971,9330
16475,17970,9335
16476,17977,9333
16477,17975,9334
16478,17970,9329
16479,17966,9324
16480,17970,9323
16481,17976,9326
16482,17982,9327
16483,17987,9330
16484,17987,9333
16485,17992,9331
16486,17993,9332
16487,17998,9337
16488,17992,9340
16489,17992,9341
16490,17996,9343
16491,17997,9341
16492,17995,9342
16493,17991,9345
16494,17995,9342
16495,18001,9342
16496,18004,9339
16497,18006,9342
16498,18012,9345
16499,18006,9341
16500,18005,9337
16501,18009,9334
16502,18013,9335
16503,18010,9331
16504,18004,9329
16505,18009,9332
16506,18003,9338
16507,18009,9344
16508,18006,9346
16509,18007,9352
16510,18011,9357
16511,18019,9363
16512,18015,9367
16513,18020,9369
16514,18014,9375
16515,18011,9371
16516,18007,9367
16517,18007,9371
16518,18006,9368
16519,18005,9370
16520,18012,9375
16521,18013,9373
16522,18021,9376
16523,18029,9377
16524,18024,9373
16525,18020,9378
16526,18015,9384
16527,18023,9389
16528,18030,9395
16529,18035,9393
16530,18038,9390
16531,18045,9388
16532,18039,9391
16533,18042,9386
16534,18041,9381
16535,18049,9378
16536,18050,9380
16537,18052,9379
16538,18056,9385
16539,18055,9381
16540,18057,9386
16541,18060,9389
16542,18055,9384
16543,18062,9385
16544,18058,9389
16545,18053,9394
16546,18049,9389
16547,18044,9388
16548,18042,9387
16549,18049,9383
16550,18043,9383
16551,18045,9382
16552,18049,9381
16553,18043,9378
16554,18050,9379
16555,18044,9377
16556,18045,9374
16557,18051,9375
16558,18059,9370
16559,18055,9371
16560,18056,9368
16561,18062,9370
16562,18063,9369
16563,18069,9366
16564,18069,9369
16565,18073,9367
16566,18071,9371
16567,18070,9370
16568,18067,9372
16569,18070,9372
16570,18070,9371
16571,18068,9375
16572,18075,9376
16573,18083,9372
16574,18090,9368
16575,18095,9372
16576,18100,9372
16577,18102,9376
16578,18096,9379
16579,18103,9376
16580,18098,9374
16581,18100,9373
16582,18097,9368
16583,18105,9366
16584,18109,9367
16585,18115,9362
16586,18115,9365
16587,18123,9360
16588,18122,9356
16589,18120,9355
16590,18121,9352
16591,18129,9348
16592,18136,9348
16593,18135,9353
16594,18142,9350
16595,18138,9354
16596,18142,9356
16597,18137,9352
16598,18142,9352
16599,18141,9355
16600,18142,9354
16601,18142,9349
16602,18142,9352
16603,18150,9358
16604,18158,9357
16605,18165,9359
16606,18159,9361
16607,18161,9361
16608,18164,9359
16609,18170,9356
16610,18167,9362
16611,18166,9366
16612,18163,9367
16613,18160,9363
16614,18158,9362
16615,18152,9362
16616,18153,9367
16617,18161,9371
16618,18168,9369
16619,18165,9374
16620,18167,9369
16621,18163,9365
16622,18160,9366
16623,18165,9371
16624,18173,9373
16625,18180,9370
16626,18178,9366
16627,18176,9361
16628,18181,9365
16629,18182,9368
16630,18180,9371
16631,18177,9373
16632,18174,9378
16633,18173,9383
16634,18172,9386
16635,18179,9387
16636,18178,9390
16637,18185,9396
16638,18186,9401
16639,18190,9407
16640,18191,9404
16641,18191,9405
16642,18193,9408
16643,18198,9407
16644,18193,9410
16645,18187,9407
16646,18184,9411
16647,18180,9408
16648,18182,9414
16649,18190,9418
16650,18198,9419
16651,18205,9424
16652,18212,9425
16653,18218,9430
16654,18221,9435
16655,18227,9436
16656,18231,9431
16657,18235,9433
16658,18236,9437
16659,18231,9440
16660,18232,9436
16661,18227,9440
16662,18223,9445
16663,18230,9446
16664,18234,9443
16665,18240,9439
16666,18247,9439
16667,18243,9435
16668,18239,9430
16669,18244,9427
16670,18244,9427
16671,18252,9426
16672,18256,9428
16673,18261,9428
16674,18267,9433
16675,18271,9439
16676,18277,9439
16677,18276,9435
16678,18284,9430
16679,18290,9434
16680,18298,9436
16681,18305,9442
16682,18309,9446
16683,18303,9448
16684,18307,9448
16685,18315,9445
16686,18317,9447
16687,18315,9447
16688,18322,9449
16689,18324,9445
16690,18326,9446
16691,18322,9447
16692,18316,9451
16693,18315,9457
16694,18313,9459
16695,18309,9463
16696,18303,9467
16697,18311,9464
16698,18319,9460
16699,18316,9458
16700,18323,9460
16701,18330,9463
16702,18338,9462
16703,18341,9459
16704,18341,9465
16705,18346,9462
16706,18343,9464
16707,18350,9459
16708,18344,9459
16709,18340,9463
16710,18334,9459
16711,18334,9465
16712,18341,9466
16713,18347,9463
16714,18355,9469
16715,18362,9468
16716,18358,9470
16717,18354,9468
16718,18357,9470
16719,18359,9467
16720,18358,9471
16721,18356,9470
16722,18357,9465
16723,18363,9466
16724,18360,9470
16725,18360,9475
16726,18355,9472
16727,18360,9470
16728,18358,9466
16729,18365,9468
16730,18365,9468
16731,18373,9468
16732,18373,9473
16733,18374,9469
16734,18382,9466
16735,18383,9462
16736,18380,9468
16737,18380,9463
16738,18385,9468
16739,18393,9467
16740,18393,9468
16741,18396,9472
16742,18394,9468
16743,18401,9463
16744,18405,9461
16745,18409,9462
16746,18417,9466
16747,18411,9472
16748,18412,9470
16749,18420,9475
16750,18422,9471
16751,18422,9473
16752,18417,9468
16753,18420,9467
16754,18423,9463
16755,18423,9461
16756,18430,9462
16757,18432,9466
16758,18430,9469
16759,18428,9466
16760,18423,9462
16761,18419,9457
16762,18414,9454
16763,18413,9457
16764,18412,9452
16765,18412,9458
16766,18411,9454
16767,18419,9456
16768,18423,9458
16769,18427,9454
16770,18424,9451
16771,18427,9455
16772,18422,9458
16773,18420,9455
16774,18419,9456
16775,18423,9461
16776,18422,9466
16777,18429,9470
16778,18437,9469
16779,18438,9466
16780,18442,9471
16781,18438,9472
16782,18442,9477
16783,18441,9474
16784,18438,9469
16785,18445,9464
16786,18444,9461
16787,18441,9459
16788,18444,9461
16789,18447,9465
16790,18445,9460
16791,18444,9462
16792,18449,9459
16793,18446,9455
16794,18443,9456
16795,18446,9456
16796,18454,9460
16797,18453,9466
16798,18447,9465
16799,18447,9462
16800,18448,9459
16801,18448,9460
16802,18456,9464
16803,18455,9460
16804,18453,9459
16805,18456,9461
16806,18455,9456
16807,18456,9452
16808,18458,9458
16809,18456,9458
16810,18462,9457
16811,18469,9455
16812,18469,9452
16813,18466,9448
16814,18469,9451
16815,18472,9449
16816,18479,9455
16817,18476,9457
16818,18478,9459
16819,18480,9460
16820,18487,9459
16821,18485,9461
16822,18479,9462
16823,18481,9463
16824,18475,9469
16825,18479,9474
16826,18477,9473
16827,18485,9468
16828,18486,9474
16829,18480,9469
16830,18479,9465
16831,18486,9462
16832,18488,9458
16833,18493,9454
16834,18499,9458
16835,18503,9464
16836,18501,9465
16837,18495,9465
16838,18489,9464
16839,18492,9467
16840,18494,9463
16841,18502,9464
16842,18496,9459
16843,18495,9463
16844,18495,9466
16845,18491,9467
16846,18494,9465
16847,18500,9460
16848,18500,9456
16849,18503,9461
16850,18504,9459
16851,18510,9456
16852,18517,9454
16853,18521,9458
16854,18517,9456
16855,18519,9453
16856,18514,9457
16857,18511,9460
16858,18513,9459
16859,18515,9456
16860,18510,9460
16861,18507,9463
16862,18504,9463
16863,18509,9462
16864,18511,9467
16865,18506,9469
16866,18512,9465
16867,18507,9464
16868,18501,9464
16869,18509,9463
16870,18506,9464
16871,18512,9465
16872,18507,9460
16873,18507,9455
16874,18505,9454
16875,18505,9459
16876,18506,9463
16877,18503,9466
16878,18497,9471
16879,18505,9471
16880,18512,9468
16881,18515,9465
16882,18518,9462
16883,18526,9466
16884,18520,9472
16885,18519,9471
16886,18517,9470
16887,18518,9476
16888,18513,9475
16889,18518,9471
16890,18525,9470
16891,18527,9469
16892,18534,9467
16893,18535,9465
16894,18533,9464
16895,18536,9467
16896,18539,9467
16897,18536,9471
16898,18535,9473
16899,18530,9474
16900,18527,9469
16901,18531,9466
16902,18529,9462
16903,18531,9463
16904,18528,9460
16905,18535,9463
16906,18530,9468
16907,18532,9466
16908,18530,9461
16909,18537,9462
16910,18539,9457
16911,18536,9456
16912,18537,9462
16913,18541,9458
16914,18546,9455
16915,18544,9457
16916,18548,9461
16917,18556,9459
16918,18553,9458
16919,18561,9455
16920,18565,9459
16921,18572,9459
16922,18575,9464
16923,18574,9460
16924,18571,9458
16925,18569,9457
16926,18566,9452
16927,18565,9450
16928,18559,9445
16929,18554,9451
16930,18551,9455
16931,18554,9461
16932,18551,9467
16933,18555,9464
16934,18552,9461
16935,18560,9467
16936,18566,9472
16937,18564,9470
16938,18562,9476
16939,18567,9479
16940,18567,9479
16941,18573,9479
16942,18570,9482
16943,18571,9487
16944,18569,9487
16945,18574,9488
16946,18578,9490
16947,18585,9491
16948,18582,9492
16949,18577,9489
16950,18579,9492
16951,18581,9487
16952,18583,9490
16953,18590,9487
16954,18594,9488
16955,18599,9489
16956,18602,9494
16957,18599,9491
16958,18606,9491
16959,18613,9496
16960,18616,9492
16961,18621,9496
16962,18625,9491
16963,18627,9490
16964,18625,9491
16965,18626,9493
16966,18621,9496
16967,18615,9491
16968,18616,9491
16969,18613,9493
16970,18614,9497
16971,18612,9502
16972,18611,9502
16973,18614,9498
16974,18621,9494
16975,18617,9493
16976,18611,9491
16977,18614,9491
16978,18617,9495
16979,18616,9494
16980,18617,9496
16981,18614,9501
16982,18613,9497
16983,18608,9498
16984,18608,9495
16985,18613,9490
16986,18610,9494
16987,18604,9499
16988,18605,9494
16989,18610,9499
16990,18606,9497
16991,18611,9494
16992,18617,9497
16993,18618,9492
16994,18625,9495
16995,18632,9494
16996,18629,9492
16997,18625,9487
16998,18619,9493
16999,18622,9494
17000,18627,9494
17001,18628,9490
17002,18631,9494
17003,18637,9490
17004,18635,9490
17005,18640,9490
17006,18637,9489
17007,18633,9490
17008,18639,9496
17009,18642,9496
17010,18645,9495
17011,18639,9495
17012,18646,9495
17013,18652,9490
17014,18659,9489
17015,18656,9488
17016,18660,9486
17017,18661,9481
17018,18662,9479
17019,18660,9481
17020,18659,9485
17021,18662,9489
17022,18670,9488
17023,18677,9490
17024,18679,9487
17025,18673,9493
17026,18681,9493
17027,18688,9488
17028,18684,9492
17029,18689,9493
17030,18683,9491
17031,18679,9487
17032,18678,9490
17033,18678,9488
17034,18679,9485
17035,18679,9487
17036,18685,9486
17037,18682,9490
17038,18677,9490
17039,18685,9495
17040,18693,9492
17041,18692,9498
17042,18692,9499
17043,18692,9497
17044,18689,9494
17045,18693,9492
17046,18693,9491
17047,18697,9488
17048,18700,9486
17049,18699,9482
17050,18695,9485
17051,18695,9490
17052,18698,9487
17053,18697,9486
17054,18692,9486
17055,18691,9491
17056,18685,9493
17057,18688,9496
17058,18685,9498
17059,18693,9500
17060,18698,9504
17061,18705,9505
17062,18708,9500
17063,18712,9503
17064,18715,9506
17065,18712,9501
17066,18709,9505
17067,18717,9511
17068,18718,9508
17069,18719,9506
17070,18719,9510
17071,18716,9506
17072,18714,9506
17073,18719,9502
17074,18722,9499
17075,18729,9503
17076,18725,9504
17077,18729,9499
17078,18732,9504
17079,18735,9500
17080,18740,9495
17081,18737,9490
17082,18737,9486
17083,18733,9488
17084,18729,9484
17085,18723,9479
17086,18723,9482
17087,18726,9483
17088,18721,9481
17089,18720,9480
17090,18716,9475
17091,18713,9481
17092,18714,9480
17093,18712,9484
17094,18718,9484
17095,18719,9485
17096,18723,9486
17097,18722,9487
17098,18725,9489
17099,18724,9486
17100,18724,9486
17101,18725,9489
17102,18720,9489
17103,18715,9492
17104,18712,9492
17105,18710,9489
17106,18718,9491
17107,18712,9494
17108,18715,9491
17109,18713,9489
17110,18720,9493
17111,18722,9491
17112,18728,9496
17113,18729,9495
17114,18732,9496
17115,18735,9501
17116,18738,9498
17117,18740,9499
17118,18744,9504
17119,18749,9507
17120,18744,9507
17121,18749,9505
17122,18752,9505
17123,18755,9510
17124,18757,9511
17125,18761,9516
17126,18764,9518
17127,18758,9522
17128,18765,9517
17129,18768,9522
17130,18774,9519
17131,18776,9519
17132,18774,9520
17133,18776,9523
17134,18771,9518
17135,18774,9516
17136,18776,9511
17137,18783,9507
17138,18790,9510
17139,18795,9505
17140,18800,9510
17141,18796,9511
17142,18793,9507
17143,18787,9505
17144,18793,9508
17145,18788,9514
17146,18785,9510
17147,18786,9513
17148,18783,9518
17149,18786,9524
17150,18787,9522
17151,18785,9525
17152,18780,9531
17153,18783,9533
17154,18784,9532
17155,18788,9538
17156,18788,9535
17157,18783,9536
17158,18778,9538
17159,18783,9534
17160,18790,9539
